Date,SKU,Ordered Quantity,Sold Quantity,Cost,Price
11/24/2015,Accessories,4,2,3.91,6.99
11/24/2015,Binders,8,6,2.74,4.3
11/24/2015,Paper,6,3,25.92,48.91
11/24/2015,Furnishings,7,4,14.36,19.94
11/24/2015,Paper,10,9,20.9,40.99
11/24/2015,Art,6,5,1.62,2.94
11/24/2015,Binders,3,2,1.09,1.58
11/24/2015,Paper,6,3,3.37,6.48
11/24/2015,Storage,10,7,57.18,64.98
11/24/2015,Binders,10,8,7.71,11.42
11/25/2015,Art,5,5,2.33,2.62
11/26/2015,Binders,3,3,2.6,4.91
11/26/2015,Storage,8,5,15.94,20.98
11/26/2015,Binders,6,4,7.63,15.26
11/26/2015,Paper,6,3,1.93,3.65
11/26/2015,Furnishings,12,11,45.64,62.95
11/27/2015,Tables,4,3,177.49,125.15
11/27/2015,Accessories,6,3,28.34,27.99
11/27/2015,Chairs,6,5,53.24,56.78
11/27/2015,Binders,3,2,1.59,3.12
11/27/2015,Phones,4,3,20.15,27.99
11/27/2015,Accessories,3,3,32.54,34.99
11/27/2015,Art,4,3,5.76,9.93
11/27/2015,Accessories,3,3,28.43,35.99
11/27/2015,Paper,3,3,20.11,37.94
11/28/2015,Furnishings,12,9,2.29,1.35
11/28/2015,Storage,5,2,50.97,41.18
11/28/2015,Storage,7,5,9.98,10.78
11/28/2015,Phones,7,6,98.54,107.98
11/28/2015,Furnishings,8,5,66.86,30.39
11/28/2015,Furnishings,5,3,86.02,107.53
11/29/2015,Chairs,2,2,107.2,150.98
11/29/2015,Appliances,8,5,75.26,111.04
11/29/2015,Storage,4,4,98.15,130.87
11/29/2015,Art,11,9,12.77,17.98
11/29/2015,Paper,5,4,2.64,4.98
11/29/2015,Chairs,11,9,109.46,122.99
11/29/2015,Accessories,6,3,7.25,7.16
11/29/2015,Binders,4,4,5.6,2.2
11/29/2015,Binders,1,1,2.74,4.3
11/29/2015,Art,2,2,20.27,28.15
11/30/2015,Binders,6,3,91.79,51
11/30/2015,Fasteners,8,7,1.85,1.51
11/30/2015,Phones,6,4,19.78,23.73
11/30/2015,Binders,3,3,3.24,1.29
11/30/2015,Envelopes,4,2,4.63,8.74
11/30/2015,Envelopes,4,2,19.77,35.94
12/1/2015,Binders,3,2,18.01,27.71
12/1/2015,Furnishings,5,4,2.68,1.67
12/1/2015,Art,5,5,1.67,2.78
12/1/2015,Storage,7,4,11.26,15.42
12/1/2015,Binders,7,4,8.31,15.99
12/3/2015,Machines,7,4,204.99,120.59
12/3/2015,Furnishings,3,1,2.18,2.96
12/3/2015,Binders,7,4,1.85,2.69
12/3/2015,Paper,5,2,5.45,8.22
12/3/2015,Accessories,2,2,13.1,18.39
12/4/2015,Binders,3,3,4.75,2.74
12/4/2015,Furnishings,3,3,5.69,9.48
12/4/2015,Chairs,7,5,71.26,72.88
12/4/2015,Phones,7,4,7.39,9.99
12/4/2015,Chairs,4,2,146.72,180.88
12/4/2015,Envelopes,6,3,3.05,5.98
12/4/2015,Chairs,7,7,50.61,54.88
12/4/2015,Phones,5,5,251.97,359.95
12/4/2015,Paper,7,7,6.51,12.28
12/4/2015,Binders,8,7,380.49,228.29
12/4/2015,Art,7,4,6.24,9.24
12/4/2015,Envelopes,3,3,49.76,90.48
12/4/2015,Phones,4,3,34.03,36.78
12/4/2015,Furnishings,5,5,4.51,7.28
12/5/2015,Furnishings,4,2,14.89,22.23
12/5/2015,Accessories,5,2,23.69,23.99
12/5/2015,Binders,8,6,7.67,4.34
12/6/2015,Art,12,9,9.61,13.35
12/6/2015,Phones,2,2,100,109.59
12/6/2015,Binders,8,7,1.09,0.4
12/6/2015,Furnishings,8,6,26.19,34.35
12/6/2015,Paper,6,5,2.64,3.98
12/6/2015,Paper,9,8,17.04,24.78
12/6/2015,Storage,7,6,50.97,41.18
12/6/2015,Art,7,6,12.77,14.38
12/6/2015,Phones,4,2,287.51,242.97
12/6/2015,Art,11,8,4.09,4.67
12/6/2015,Chairs,1,1,94.92,70.69
12/6/2015,Paper,5,5,3.54,6.55
12/6/2015,Paper,4,1,3.37,6.48
12/6/2015,Paper,7,7,3.05,5.98
12/6/2015,Accessories,12,9,169.19,179.99
12/6/2015,Furnishings,4,4,17.94,28.48
12/6/2015,Copiers,4,2,274.99,499.99
12/7/2015,Appliances,4,3,37.22,50.98
12/7/2015,Chairs,6,4,53.24,70.98
12/7/2015,Fasteners,5,2,1.98,1.98
12/7/2015,Labels,1,1,1.41,2.61
12/7/2015,Furnishings,6,4,12.79,19.98
12/8/2015,Paper,11,11,20.9,32.79
12/8/2015,Phones,7,6,261.34,286.4
12/8/2015,Phones,8,5,21.59,23.99
12/9/2015,Paper,3,3,5.78,11.34
12/10/2015,Art,3,2,1.19,1.95
12/10/2015,Tables,3,2,300.74,400.98
12/10/2015,Chairs,5,2,79.66,95.98
12/10/2015,Labels,1,1,1.41,2.61
12/10/2015,Art,2,1,1.28,1.78
12/10/2015,Paper,7,4,3.37,6.48
12/10/2015,Accessories,8,6,13.42,16.99
12/10/2015,Labels,4,1,3.87,7.31
12/10/2015,Copiers,5,2,274.99,399.99
12/10/2015,Paper,9,6,3.72,6.88
12/10/2015,Paper,9,7,14.25,26.38
12/11/2015,Labels,3,2,50.14,98.31
12/11/2015,Accessories,5,2,61.99,79.99
12/11/2015,Storage,6,3,13.9,15.45
12/11/2015,Binders,2,2,10.9,6.41
12/11/2015,Art,5,5,2.39,2.62
12/11/2015,Bookcases,5,4,53.34,17.39
12/11/2015,Art,4,3,1.25,1.41
12/11/2015,Accessories,7,4,16.15,14.52
12/11/2015,Furnishings,10,9,4.15,5.82
12/11/2015,Furnishings,6,5,8.79,10.98
12/11/2015,Tables,7,5,122.62,72.99
12/11/2015,Paper,4,3,18.78,28.35
12/11/2015,Paper,3,3,6,9.23
12/12/2015,Chairs,3,2,157.02,174.46
12/12/2015,Fasteners,2,2,2.12,3.93
12/12/2015,Binders,5,2,7.79,12.22
12/12/2015,Art,4,3,2,2.74
12/12/2015,Accessories,4,4,3.98,5.59
12/13/2015,Paper,2,2,3.37,6.48
12/13/2015,Appliances,6,4,24.88,33.62
12/13/2015,Labels,3,2,2.69,4.98
12/13/2015,Phones,6,3,148.31,164.79
12/13/2015,Binders,8,5,3.87,5.84
12/13/2015,Accessories,7,5,44.3,49.77
12/13/2015,Accessories,2,1,21.02,36.24
12/13/2015,Paper,5,3,3.37,6.48
12/13/2015,Binders,5,2,9.47,18.94
12/14/2015,Binders,3,2,0.98,1.88
12/14/2015,Phones,5,4,70.99,79.99
12/15/2015,Art,4,1,1.87,3.28
12/15/2015,Appliances,5,4,16.89,25.98
12/15/2015,Accessories,11,9,57.99,99.99
12/15/2015,Binders,3,3,10.9,17.1
12/15/2015,Accessories,6,6,236.29,337.56
12/15/2015,Machines,4,2,2219.99,900
12/15/2015,Phones,3,2,59.49,50.99
12/15/2015,Furnishings,7,7,27.69,37.55
12/17/2015,Binders,5,4,3.76,7.38
12/17/2015,Chairs,3,3,84.82,100.98
12/17/2015,Chairs,2,2,51.96,71.18
12/17/2015,Chairs,11,9,45.56,60.74
12/17/2015,Furnishings,6,3,65.76,70.71
12/18/2015,Storage,12,9,88.03,71.86
12/18/2015,Accessories,3,1,141.3,166.24
12/18/2015,Art,4,2,3.12,3.42
12/19/2015,Phones,6,5,118.29,135.19
12/19/2015,Accessories,4,3,236.29,421.95
12/19/2015,Appliances,5,3,130.31,144.78
12/19/2015,Appliances,2,2,1.55,1.78
12/19/2015,Appliances,4,4,20.26,22.21
12/19/2015,Binders,5,2,1.87,3.52
12/19/2015,Fasteners,5,4,1.21,1.26
12/19/2015,Paper,5,3,19.77,38.76
12/20/2015,Storage,7,4,22.76,22.2
12/20/2015,Paper,4,1,28.85,55.48
12/20/2015,Phones,5,2,73.99,79.99
12/20/2015,Accessories,6,4,51.19,63.99
12/20/2015,Bookcases,5,3,143.62,119.69
12/20/2015,Envelopes,3,1,5.15,7.92
12/20/2015,Furnishings,3,2,5.21,7.18
12/21/2015,Tables,13,13,97.1,124.49
12/21/2015,Accessories,2,1,62.75,99.6
12/21/2015,Appliances,10,7,8.06,8.71
12/21/2015,Phones,6,3,14.39,15.99
12/21/2015,Accessories,7,6,6.04,8.48
12/21/2015,Envelopes,3,2,9.05,13.66
12/22/2015,Art,6,4,3.04,4.28
12/23/2015,Appliances,5,4,34.49,48.58
12/24/2015,Fasteners,2,2,1.88,2.79
12/24/2015,Paper,7,6,2.41,3.78
12/24/2015,Binders,5,4,8.4,4.94
12/24/2015,Furnishings,5,4,13.4,18.18
12/24/2015,Machines,7,4,215.99,120
12/24/2015,Art,3,2,12.23,13.58
12/24/2015,Paper,10,7,9.86,18.97
12/24/2015,Paper,2,2,3.37,6.48
12/24/2015,Labels,8,7,1.6,3.08
12/24/2015,Bookcases,10,7,196.69,84.29
12/24/2015,Art,6,3,4.15,4.68
12/24/2015,Paper,7,7,9.86,15.18
12/24/2015,Phones,3,2,50.39,55.99
12/24/2015,Furnishings,3,2,2.99,3.86
12/24/2015,Chairs,4,4,196.1,220.96
12/24/2015,Binders,6,4,3.18,4.98
12/24/2015,Fasteners,6,4,6.08,11.48
12/25/2015,Furnishings,4,4,153.88,136.78
12/25/2015,Labels,6,4,1.47,2.3
12/25/2015,Paper,3,2,3.37,5.18
12/25/2015,Phones,3,2,27,36.99
12/25/2015,Bookcases,2,1,140.05,160.98
12/25/2015,Paper,3,3,2.95,5.78
12/25/2015,Art,3,1,2.33,3.28
12/26/2015,Fasteners,7,5,2.35,4.44
12/27/2015,Envelopes,12,9,8.66,12.59
12/27/2015,Bookcases,4,3,193.13,177.47
12/27/2015,Chairs,5,3,75.74,70.69
12/27/2015,Phones,4,4,82.35,92.79
12/27/2015,Envelopes,4,2,26.88,52.71
12/27/2015,Paper,6,5,2.95,5.78
12/27/2015,Appliances,5,2,126.37,177.98
12/27/2015,Appliances,4,2,37.97,53.48
12/27/2015,Labels,10,7,1.6,3.08
12/27/2015,Storage,4,3,5.28,4.22
12/27/2015,Accessories,9,8,0.55,0.99
12/28/2015,Accessories,5,2,26.51,27.19
12/28/2015,Storage,5,2,11.63,12.41
12/31/2015,Binders,4,2,167.74,243.99
12/31/2015,Furnishings,7,5,5.24,2.95
12/31/2015,Binders,4,4,2.38,0.91
12/31/2015,Binders,4,3,16.74,31.58
12/31/2015,Binders,6,4,8.19,15.16
12/31/2015,Binders,6,5,7.63,15.26
12/31/2015,Binders,12,12,16.42,30.4
1/3/2016,Storage,2,2,42.92,57.23
1/4/2016,Copiers,6,4,209.99,239.99
1/5/2016,Accessories,6,6,25.13,31.91
1/5/2016,Art,5,2,2.33,2.62
1/5/2016,Phones,5,2,27,29.59
1/7/2016,Art,3,1,24.55,34.58
1/9/2016,Accessories,5,5,46.19,69.99
1/9/2016,Phones,10,9,26.25,41.99
1/9/2016,Furnishings,5,2,5.69,7.58
1/10/2016,Furnishings,6,4,11.39,19.98
1/10/2016,Accessories,4,2,28.34,34.99
1/11/2016,Paper,5,3,3.37,5.18
1/11/2016,Paper,5,3,14.25,21.1
1/11/2016,Phones,2,2,12.73,7.79
1/15/2016,Envelopes,2,2,13.87,26.17
1/15/2016,Art,3,2,1.65,2.33
1/15/2016,Accessories,3,3,54.39,84.99
1/15/2016,Tables,1,1,197.38,181.8
1/15/2016,Envelopes,5,4,2.23,4.13
1/15/2016,Paper,9,9,3.47,6.68
1/15/2016,Binders,4,3,10.73,16.51
1/16/2016,Binders,5,2,3.71,5.82
1/16/2016,Accessories,3,3,26.27,30.19
1/17/2016,Furnishings,3,3,86.02,107.53
1/17/2016,Accessories,2,1,16.79,29.99
1/17/2016,Accessories,4,3,101.67,123.99
1/17/2016,Accessories,5,4,71.1,79
1/21/2016,Chairs,4,2,79.66,76.78
1/21/2016,Chairs,9,7,133.93,144.78
1/22/2016,Fasteners,9,6,1.21,1.26
1/22/2016,Furnishings,10,8,1.25,1.78
1/22/2016,Bookcases,7,4,129.7,112.78
1/22/2016,Appliances,7,4,14.59,16.22
1/22/2016,Furnishings,7,5,14.51,21.98
1/24/2016,Binders,7,4,3.92,7.84
1/25/2016,Art,4,3,2.3,3.07
1/25/2016,Paper,6,5,1.94,3.6
1/30/2016,Binders,2,2,5.78,8.73
2/1/2016,Storage,8,5,8.35,11.29
2/5/2016,Storage,1,1,79.36,80.98
2/5/2016,Paper,10,9,19.77,38.76
2/5/2016,Fasteners,6,5,1.85,1.89
2/5/2016,Furnishings,3,3,3.89,6.28
2/5/2016,Bookcases,5,2,93.59,119.99
2/5/2016,Envelopes,5,2,44.51,83.98
2/5/2016,Phones,4,3,25.51,34.95
2/5/2016,Phones,3,3,119.59,161.61
2/5/2016,Paper,6,3,20.9,40.99
2/5/2016,Storage,4,3,50.97,51.48
2/5/2016,Paper,8,7,25.92,48.91
2/7/2016,Accessories,5,4,19.75,25
2/7/2016,Labels,6,3,1.41,2.61
2/7/2016,Paper,4,2,9.86,15.18
2/8/2016,Phones,6,3,333.69,375.99
2/11/2016,Phones,9,7,9.89,9.99
2/13/2016,Paper,6,3,24.47,48.94
2/15/2016,Binders,4,3,91.29,132.78
2/15/2016,Fasteners,4,4,1.29,2.18
2/16/2016,Appliances,8,6,52.94,15.34
2/16/2016,Fasteners,7,4,1.29,1.74
2/16/2016,Chairs,3,3,21.89,20.99
2/16/2016,Paper,4,1,3.37,5.18
2/19/2016,Furnishings,4,2,14.89,22.23
2/19/2016,Storage,3,3,77.74,80.98
2/19/2016,Labels,3,3,1.53,2.89
2/19/2016,Supplies,5,3,6.34,8.57
2/20/2016,Paper,2,2,5.46,8.25
2/21/2016,Accessories,2,1,12.21,12.99
2/21/2016,Binders,4,4,3.02,4.64
2/21/2016,Storage,8,5,88.03,89.83
2/21/2016,Binders,10,7,2.9,4.46
2/22/2016,Appliances,12,9,39.23,54.48
2/25/2016,Envelopes,8,5,5.84,9.34
2/27/2016,Appliances,4,3,40.44,56.96
2/27/2016,Binders,5,3,9.47,18.94
2/29/2016,Art,7,7,14.68,15.87
3/1/2016,Tables,9,8,137.69,104.57
3/1/2016,Paper,2,1,14.25,26.38
3/1/2016,Storage,3,2,128.84,181.46
3/1/2016,Machines,7,7,356.99,699.99
3/1/2016,Phones,3,2,72.99,79.99
3/3/2016,Binders,10,7,32.63,63.98
3/3/2016,Phones,5,5,70.07,95.99
3/3/2016,Paper,3,3,28.85,55.48
3/3/2016,Paper,7,7,3.9,6.11
3/3/2016,Chairs,5,5,123.95,112.69
3/3/2016,Phones,6,3,32.36,44.95
3/3/2016,Tables,6,3,255.16,212.63
3/3/2016,Machines,3,3,84.77,95.97
3/3/2016,Envelopes,4,3,8.24,12.2
3/3/2016,Supplies,6,3,5.92,8.45
3/3/2016,Furnishings,3,3,7.76,11.76
3/4/2016,Art,3,1,12.06,16.99
3/4/2016,Labels,5,4,1.64,2.52
3/4/2016,Binders,4,3,21.4,42.8
3/5/2016,Envelopes,4,3,32.98,49.78
3/5/2016,Storage,2,1,13.8,12.99
3/7/2016,Phones,5,3,6.5,7.02
3/8/2016,Phones,6,5,255.74,272.79
3/8/2016,Furnishings,6,3,35.4,34.12
3/8/2016,Binders,6,3,5.61,3.23
3/10/2016,Bookcases,2,1,198.88,176.78
3/10/2016,Accessories,1,1,32.49,39.99
3/11/2016,Accessories,2,2,13.1,22.99
3/11/2016,Binders,2,2,4.63,8.73
3/11/2016,Tables,5,2,137.69,122
3/11/2016,Furnishings,6,4,11.35,19.23
3/11/2016,Storage,7,4,89.04,120.33
3/12/2016,Paper,3,2,3.37,6.48
3/12/2016,Envelopes,6,3,5.28,9.78
3/13/2016,Appliances,6,5,28.03,31.58
3/13/2016,Phones,4,2,93.97,101.59
3/13/2016,Paper,8,5,9.11,14.02
3/13/2016,Binders,5,2,1.72,0.64
3/13/2016,Tables,5,5,111.52,111.52
3/13/2016,Furnishings,5,2,43.48,63.94
3/13/2016,Appliances,2,2,57.72,80.16
3/13/2016,Binders,6,4,6.33,11.5
3/14/2016,Furnishings,8,5,3.12,4.38
3/14/2016,Bookcases,8,5,51.11,48.27
3/14/2016,Paper,4,1,3.3,5.18
3/14/2016,Art,8,7,18.45,20.79
3/14/2016,Chairs,2,2,109.46,98.39
3/15/2016,Accessories,6,3,32.54,27.99
3/17/2016,Art,4,2,14.68,19.84
3/17/2016,Phones,2,2,33.79,64.99
3/17/2016,Binders,4,2,8.3,16.27
3/17/2016,Envelopes,6,5,21.99,39.98
3/17/2016,Appliances,5,3,201.44,300.65
3/17/2016,Furnishings,7,5,143.78,194.3
3/18/2016,Tables,4,3,94.94,63.29
3/19/2016,Bookcases,4,1,171.1,72.29
3/19/2016,Furnishings,2,1,8.09,14.98
3/19/2016,Furnishings,6,4,3.35,5.08
3/20/2016,Phones,5,2,52.46,42.39
3/20/2016,Paper,6,4,3.37,5.18
3/20/2016,Binders,5,3,9.91,5.61
3/20/2016,Paper,4,2,3.37,5.18
3/20/2016,Phones,4,1,11.09,11.99
3/20/2016,Tables,4,4,137.69,174.29
3/20/2016,Furnishings,8,7,6.92,12.35
3/21/2016,Binders,2,2,3.96,1.58
3/21/2016,Chairs,5,5,105.69,105.69
3/21/2016,Art,4,3,3.96,4.46
3/21/2016,Tables,2,2,50.4,49.69
3/21/2016,Art,1,1,0.84,1.34
3/22/2016,Accessories,4,2,19.62,29.29
3/24/2016,Phones,6,4,94.49,100.79
3/24/2016,Paper,2,1,12.14,22.48
3/25/2016,Accessories,6,5,208.57,257.49
3/26/2016,Storage,8,5,88.31,91.99
3/26/2016,Storage,8,5,12.34,13.53
3/26/2016,Accessories,6,3,45.99,39.99
3/28/2016,Storage,4,2,11.78,15.7
3/29/2016,Paper,4,3,9.86,15.18
3/29/2016,Chairs,8,6,146.72,140.69
3/29/2016,Phones,10,8,93.97,101.59
3/29/2016,Paper,2,2,3.37,6.74
3/29/2016,Binders,8,5,4.1,5.96
3/29/2016,Furnishings,11,8,36.23,51.75
3/29/2016,Binders,10,7,3.76,5.9
3/30/2016,Paper,2,1,5.78,11.34
4/1/2016,Art,4,3,14.68,19.84
4/1/2016,Storage,6,3,50.74,53.98
4/1/2016,Art,8,6,32.11,43.98
4/1/2016,Art,6,3,7.52,10.16
4/1/2016,Art,5,3,2.33,3.28
4/1/2016,Phones,6,4,6.5,8.78
4/1/2016,Fasteners,6,5,4.34,6.31
4/1/2016,Appliances,2,2,13.56,15.07
4/1/2016,Art,4,4,16.29,22.01
4/1/2016,Labels,4,2,5.38,10.35
4/1/2016,Supplies,4,3,2.56,3.65
4/1/2016,Binders,4,3,3.23,4.78
4/4/2016,Phones,6,3,47.99,49.99
4/4/2016,Paper,5,3,4.91,9.27
4/5/2016,Storage,8,7,20.64,22.62
4/7/2016,Copiers,4,3,274.99,399.99
4/7/2016,Chairs,5,3,170.79,219.58
4/8/2016,Bookcases,9,6,65.59,64.78
4/8/2016,Envelopes,3,2,2.23,4.13
4/8/2016,Art,4,4,2.51,4.26
4/8/2016,Paper,7,5,3.72,6.88
4/8/2016,Paper,6,3,3.47,6.68
4/8/2016,Storage,4,2,31.18,32.48
4/8/2016,Paper,2,2,3.37,6.48
4/8/2016,Accessories,12,9,40.79,47.99
4/8/2016,Chairs,5,4,25.02,24
4/8/2016,Binders,7,4,734.93,272.2
4/8/2016,Envelopes,1,1,5.66,8.87
4/8/2016,Binders,6,6,37,20.18
4/8/2016,Furnishings,6,5,2.87,4.94
4/9/2016,Binders,10,9,2.5,3.93
4/9/2016,Phones,4,2,191.62,258.95
4/9/2016,Binders,2,2,1.43,2.64
4/10/2016,Binders,3,2,7.72,4.45
4/10/2016,Paper,3,2,3.37,6.48
4/10/2016,Binders,8,5,3.02,4.64
4/12/2016,Tables,7,4,67.06,85.98
4/12/2016,Paper,4,1,20.9,40.99
4/12/2016,Envelopes,5,5,7.03,12.78
4/14/2016,Chairs,8,5,69.08,76.76
4/14/2016,Chairs,4,4,207.13,233.38
4/14/2016,Storage,6,4,9.67,10.74
4/14/2016,Storage,6,5,13.8,16.24
4/15/2016,Binders,5,2,167.47,94.79
4/15/2016,Accessories,8,7,47.44,58.39
4/15/2016,Accessories,8,5,47.44,58.39
4/15/2016,Storage,2,2,2.77,2.38
4/15/2016,Chairs,5,2,560.78,560.78
4/15/2016,Art,10,7,3.95,4.78
4/15/2016,Fasteners,5,5,1.03,1.61
4/15/2016,Paper,5,3,24.91,47.9
4/16/2016,Art,4,3,3.04,4.28
4/16/2016,Machines,7,7,961.99,1299.99
4/16/2016,Furnishings,4,2,3.34,4.98
4/16/2016,Binders,7,5,2.68,5.06
4/17/2016,Phones,4,1,32.65,36.79
4/17/2016,Furnishings,10,8,1.54,2.33
4/17/2016,Fasteners,6,5,4.01,5.81
4/17/2016,Bookcases,4,3,77.75,85.83
4/17/2016,Furnishings,8,5,13.05,15.82
4/18/2016,Storage,5,3,93.11,76.79
4/18/2016,Paper,3,2,3.2,4.83
4/19/2016,Tables,5,2,131.65,102.59
4/19/2016,Paper,5,5,54.52,83.88
4/19/2016,Phones,7,5,5.39,7.99
4/19/2016,Art,6,3,1.31,1.82
4/19/2016,Art,6,5,10.39,14.64
4/19/2016,Binders,1,1,3.87,5.84
4/19/2016,Paper,6,4,3.12,5.68
4/19/2016,Binders,3,3,2.02,3.11
4/21/2016,Storage,6,4,28.78,25.58
4/21/2016,Appliances,6,3,58.55,16.26
4/21/2016,Binders,11,8,14.02,5.61
4/22/2016,Furnishings,8,5,3.3,4.71
4/22/2016,Tables,6,6,347.85,212.11
4/22/2016,Binders,8,5,9.87,5.7
4/22/2016,Supplies,5,2,110.07,92.69
4/22/2016,Appliances,5,2,36.2,39.14
4/22/2016,Furnishings,5,2,38.98,43.31
4/22/2016,Storage,3,2,10.78,11.98
4/22/2016,Furnishings,4,3,7.05,10.52
4/23/2016,Binders,9,6,28.3,41.92
4/23/2016,Accessories,2,1,64.99,99.99
4/23/2016,Paper,8,5,4.98,7.25
4/23/2016,Paper,8,6,11.74,18.06
4/23/2016,Storage,5,5,9.93,11.18
4/23/2016,Paper,2,2,24.47,39.15
4/24/2016,Accessories,6,3,64.67,86.23
4/24/2016,Binders,4,1,2.59,3.98
4/25/2016,Phones,5,2,51.75,41.4
4/25/2016,Binders,4,2,17.27,10.36
4/25/2016,Binders,3,3,2.77,1.63
4/26/2016,Chairs,6,3,123.95,144.88
4/28/2016,Phones,3,3,109.33,123.19
4/28/2016,Labels,4,4,2.5,3.93
4/28/2016,Paper,6,3,6.51,9.82
4/28/2016,Chairs,2,2,19.49,20.78
4/30/2016,Binders,4,2,2.46,3.86
4/30/2016,Furnishings,5,3,10.93,7.54
4/30/2016,Furnishings,9,7,12.79,15.98
5/1/2016,Labels,2,1,2.69,3.98
5/1/2016,Tables,4,3,170.9,123.54
5/1/2016,Binders,3,2,2.38,1.37
5/2/2016,Art,6,3,26.99,28.78
5/2/2016,Storage,6,3,10.79,14.98
5/2/2016,Binders,4,3,9.87,15.19
5/3/2016,Binders,4,1,5.78,2.18
5/3/2016,Art,10,7,3.52,3.91
5/3/2016,Appliances,4,3,32.57,8.8
5/5/2016,Paper,5,3,14.25,26.38
5/5/2016,Paper,5,3,3.05,4.78
5/5/2016,Storage,2,1,4.96,5.98
5/5/2016,Phones,4,3,74.88,82.06
5/5/2016,Binders,6,5,0.87,1.34
5/5/2016,Tables,6,3,97.1,99.59
5/5/2016,Furnishings,7,5,2.68,3.34
5/6/2016,Fasteners,2,2,2.75,3.61
5/6/2016,Paper,5,2,17.04,24.78
5/6/2016,Furnishings,9,7,6.16,7.82
5/6/2016,Binders,4,2,4.25,1.6
5/6/2016,Accessories,4,2,14.72,13.09
5/7/2016,Binders,8,7,7.76,12.18
5/7/2016,Labels,3,3,7.4,14.8
5/7/2016,Chairs,5,4,95.93,110.69
5/7/2016,Machines,7,5,567.99,799.99
5/7/2016,Accessories,7,5,35.59,39.99
5/7/2016,Furnishings,8,8,4.46,7.96
5/8/2016,Furnishings,5,2,84.78,105.98
5/8/2016,Storage,6,3,306.01,335.35
5/8/2016,Paper,5,2,3.47,5.34
5/8/2016,Paper,2,2,3.37,5.18
5/8/2016,Storage,2,2,11.78,12.56
5/8/2016,Accessories,5,2,25.42,29.06
5/9/2016,Accessories,4,2,40.41,46.99
5/9/2016,Envelopes,4,1,5.84,9.34
5/9/2016,Art,8,5,13.89,15.87
5/11/2016,Paper,2,1,3.29,5.98
5/12/2016,Art,4,4,2,2.74
5/12/2016,Storage,4,2,50.97,41.18
5/14/2016,Furnishings,1,1,49.62,79.38
5/14/2016,Binders,5,3,33.91,19.19
5/14/2016,Paper,7,6,3.37,5.18
5/14/2016,Furnishings,3,3,7.3,10.06
5/14/2016,Phones,8,5,7.85,8.72
5/14/2016,Art,5,2,2.18,2.38
5/14/2016,Binders,2,2,9,5.19
5/14/2016,Binders,11,8,2.9,1.67
5/15/2016,Binders,8,8,33.91,63.98
5/15/2016,Art,4,4,16.55,22.99
5/15/2016,Art,4,3,2.06,2.78
5/16/2016,Storage,4,4,138.14,138.14
5/16/2016,Paper,3,3,2.95,5.78
5/17/2016,Binders,4,2,2.56,1.48
5/17/2016,Binders,8,6,8.11,4.5
5/17/2016,Supplies,9,7,6.61,9.31
5/17/2016,Labels,2,2,3.87,7.31
5/17/2016,Furnishings,4,4,38.98,43.31
5/18/2016,Storage,6,3,26.07,34.76
5/18/2016,Paper,3,3,3.05,5.98
5/19/2016,Chairs,3,2,231.11,320.98
5/19/2016,Appliances,8,5,34.49,48.58
5/19/2016,Storage,5,5,90.98,90.98
5/19/2016,Furnishings,5,4,5.21,8.98
5/19/2016,Furnishings,8,8,3.43,4.97
5/19/2016,Binders,7,4,8.21,11.94
5/19/2016,Binders,3,1,6.23,9.58
5/19/2016,Art,5,5,3.04,4.28
5/20/2016,Furnishings,7,5,155.28,209.84
5/20/2016,Binders,6,4,2.6,3.86
5/20/2016,Phones,5,5,255.74,272.79
5/20/2016,Binders,2,2,2.47,1.35
5/20/2016,Binders,8,7,10.45,5.81
5/21/2016,Phones,6,3,22.53,18.39
5/21/2016,Accessories,5,2,19.55,33.13
5/21/2016,Machines,13,10,221.67,239.64
5/21/2016,Paper,2,2,28.55,55.98
5/22/2016,Phones,5,5,51.75,69
5/22/2016,Tables,4,2,97.1,87.14
5/22/2016,Appliances,5,4,122.63,165.71
5/22/2016,Accessories,7,5,12.93,19.02
5/22/2016,Envelopes,8,6,2.33,4.48
5/22/2016,Phones,3,2,91.58,128.99
5/22/2016,Labels,4,3,2.5,4.91
5/23/2016,Furnishings,4,3,6.92,12.35
5/23/2016,Phones,11,9,203.49,219.99
5/23/2016,Paper,4,1,2.54,4.98
5/25/2016,Furnishings,6,4,4.68,6.24
5/25/2016,Paper,4,2,5.03,9.68
5/25/2016,Storage,11,9,123.95,140.85
5/26/2016,Paper,3,2,3.37,5.18
5/26/2016,Chairs,5,5,95.44,77.69
5/26/2016,Paper,3,3,3.05,4.78
5/26/2016,Accessories,3,1,71.19,63.99
5/26/2016,Paper,3,3,3.37,6.48
5/26/2016,Binders,5,2,2.6,4.82
5/26/2016,Paper,2,2,3.43,6.35
5/26/2016,Furnishings,6,3,8,13.79
5/26/2016,Art,1,1,1.33,1.5
5/26/2016,Appliances,3,2,14.16,17.42
5/28/2016,Art,7,6,22.62,30.98
5/28/2016,Chairs,8,8,51.83,48.78
5/28/2016,Paper,13,13,3.29,4.78
5/28/2016,Appliances,3,2,91.78,131.12
5/28/2016,Paper,11,8,12.33,22.84
5/28/2016,Accessories,10,7,17.67,18.8
5/28/2016,Binders,6,4,3.83,5.68
5/28/2016,Machines,5,2,258.26,279.2
5/28/2016,Supplies,5,5,7.91,10.98
5/29/2016,Phones,5,5,141.11,195.99
5/29/2016,Binders,6,5,2.28,4.55
